Year,Provider ID,Name,Street Address,City,State,ZIP Code,HRR,Hospice Beneficiaries,Total Days,Total Medicare Payment Amount,Total Medicare Standard Payment Amount,Total Charge Amount,Percent RHC Days,Physician Services,Home Health Visit Hours per Day,Skilled Nursing Visit Hours per Day,Social Service Visit Hours per Day,Total Live Discharges,Hospice beneficiaries with 7 or fewer hospice care days,Hospice beneficiaries with more than 60 hospice care days,Hospice beneficiaries with more than 180 hospice care days,Home Health Visit Hours per Day During Week Prior to Death,Skilled Nursing Visit Hours per Day During Week Prior to Death,Social Service Visit Hours per Day During Week Prior to Death,Average Age,Male hospice beneficiaries,Female hospice beneficiaries,White hospice beneficiaries,Black hospice beneficiaries,Asian hospice beneficiaries,Hispanic hospice beneficiaries,Other/unknown race hospice beneficiaries,Medicare Advantage hospice beneficiaries,Medicaid Eligible hospice beneficiaries,Hospice beneficiaries with a primary diagnosis of cancer,Hospice beneficiaries with a primary diagnosis of dementia,Hospice beneficiaries with a primary diagnosis of stroke,Hospice beneficiaries with a primary diagnosis of circulatory/heart disease,Hospice beneficiaries with a primary diagnosis of respiratory disease,Hospice beneficiaries with other primary diagnoses ,Site-of-service Home hospice beneficiaries,Site-of-service Assisted Living Facility hospice beneficiaries,Site-of-service Long-term-care or non-skilled Nursing Facility hospice beneficiaries,Site-of-service Skilled Nursing Facility hospice beneficiaries,Site-of-service Inpatient Hospital hospice beneficiaries,Site-of-service Inpatient Hospice hospice beneficiaries,Site-of-service Other Facility hospice beneficiaries
2014,341533,MEDI HOME HOSPICE,1955 NEWLAND HWY,NEWLAND,NC,28657,NC - Asheville,85,8990,1234873.57,1389656.97,1938625.6,100,0,0.16,0.28,0.03,14,,42,18,0.12,0.73,0.08,80,38,47,82,,0,0,,14,33,25,24,,11,16,,51,17,,13,,0,0
2014,341532,HOSPICE OF WILSON MEDICAL CENTER INC,1705 S TARBORO STREET,WILSON,NC,27893,NC - Raleigh,160,6087,1003274.96,1115481.63,3195696.08,94,28,0.4,0.35,0.1,16,60,29,,0.31,0.83,0.2,81,56,104,123,32,,,,30,43,54,29,19,19,18,21,77,,0,19,56,0,
2014,341531,UNC HOSPICE,480 HILLSBORO STREET,PITTSBORO,NC,27312,NC - Durham,306,16341,2459475.07,2531993.03,4070712.9,100,,0.13,0.33,0.04,34,45,86,19,0.18,0.92,0.08,82,136,170,248,46,,,,116,29,134,44,18,44,24,42,236,24,0,46,0,0,0
2014,341530,FOUR SEASONS COMPASSION FOR LIFE,571 SOUTH ALLEN ROAD,FLAT ROCK,NC,28731,NC - Asheville,1260,77112,12718779.86,13981369.52,38579763.25,96,3976,0.3,0.34,0.04,109,368,398,126,0.74,1.47,0.08,83,519,741,1203,29,,14,,242,332,330,278,109,183,155,205,519,128,303,,11,288,
2014,341529,HOSPICE OF ROCKINGHAM CO INC,2150 NC HIGHWAY 65,REIDSVILLE,NC,27320,NC - Greensboro,407,14600,2470156.95,2705861.37,9223854.18,94,503,0.32,0.33,0.07,33,135,74,13,0.64,0.74,0.08,78,204,203,345,58,0,,,169,103,175,16,16,35,61,104,216,,,18,,164,0
2014,341528,HOSPICE OF RUTHERFORD COUNTY,374 HUDLOW ROAD,FOREST CITY,NC,28043,NC - Charlotte,673,50478,8132128.56,9131529.07,16784909.75,95,2555,0.24,0.88,0.05,57,162,244,91,0.51,1.78,0.11,80,296,377,624,41,,,,115,217,139,63,123,117,110,121,317,81,107,,,143,22
2014,341527,HOSPICE OF RANDOLPH COUNTY INC,416 VISION DRIVE,ASHEBORO,NC,27204,NC - Greensboro,630,35668,5949918.58,6523759.79,12679179.75,94,1213,0.51,0.4,0.06,30,185,183,57,0.71,0.82,0.1,80,265,365,590,32,0,,,284,169,195,81,57,134,61,102,268,35,,90,,202,31
2014,341523,TRANSITIONS LIFECARE,250 HOSPICE CIRCLE,RALEIGH,NC,27607,NC - Raleigh,2556,127682,21624975.24,22305127.07,34859627.46,96,3360,0.23,0.28,0.06,182,719,654,181,0.42,0.78,0.11,81,1043,1513,2081,401,21,38,15,711,418,898,506,202,357,185,408,1223,412,326,40,83,436,36
2014,341521,HOSPICE & HC OF ALEXANDER CO,50 LUCY ECHERD LANE,TAYLORSVILLE,NC,28681,NC - Hickory,65,4207,604312.91,659708.63,960070.55,99,61,0.12,0.22,0.05,14,,18,,0.14,0.86,0.08,81,25,40,59,,0,0,,18,23,28,12,0,15,,,53,,0,,0,0,0
2014,341520,HOSPICE & PALLIATIVE CARE CLEVELAND COUNTY,951 WENDOVER HEIGHTS DRIVE,SHELBY,NC,28150,NC - Charlotte,817,56062,9416706.71,10527526.74,21899749.89,94,2559,0.13,0.32,0.05,55,217,254,107,0.23,1.21,0.08,79,319,498,684,121,,,,134,304,211,149,53,100,125,179,350,50,0,140,51,196,30
2014,341518,VIDANT HOME HEALTH AND HOSPICE,521 MYERS STREET,AHOSKIE,NC,27910,NC - Greenville,540,15941,3141846.41,3324875.15,5714825.57,90,494,0.19,0.22,0.02,39,248,78,14,0.27,0.67,0.04,79,233,307,343,187,,,,56,137,198,49,37,87,51,118,272,,0,,,248,0
2014,341517,HOSPICE OF IREDELL COUNTY,2347 SIMONTON ROAD,STATESVILLE,NC,28625,NC - Winston-Salem,749,44954,7750950.47,8676647.59,17488942.28,94,3357,0.44,0.26,0.06,53,222,202,84,0.68,1,0.14,81,290,459,661,82,0,,,199,176,211,89,85,124,115,125,342,83,0,68,46,195,15
2014,341516,BURKE HOSPICE AND PALLIATIVE CARE INC,1721 ENON ROAD,VALDESE,NC,28690,NC - Hickory,580,37926,6225532.45,6795406.32,15778704.47,95,1235,0.81,1.04,0.08,40,166,184,69,1.8,2.78,0.19,80,250,330,543,25,,0,,151,191,137,109,32,97,111,94,272,20,105,,,129,34
2014,341515,LOWER CAPE FEAR HOSPICE INC,1414 PHYSICIANS DRIVE,WILMINGTON,NC,28401,NC - Wilmington,2349,158942,27601800.46,29539050.5,58467622.15,94,9483,0.4,0.3,0.07,164,623,707,299,0.68,1.04,0.12,80,1049,1300,1978,319,12,21,19,346,494,833,244,401,334,249,288,1307,108,217,,160,526,
2014,341514,HOS & PAL CARE OF ALAM-CASWELL,914 CHAPEL HILL ROAD,BURLINGTON,NC,27215,NC - Durham,1167,85662,13295667.76,14629131.93,22856462.69,97,2705,0.64,0.26,0.06,94,277,395,161,0.66,1.02,0.1,82,459,708,977,172,,12,,581,311,313,238,114,208,145,149,501,110,219,,,205,123
2014,341513,HOSPICE OF UNION COUNTY,700 WEST ROOSEVELT BOULEVARD,MONROE,NC,28110,NC - Charlotte,595,26690,4710902.58,4901351.17,11453654.68,95,993,0.32,0.39,0.05,43,183,132,33,0.53,1,0.05,78,287,308,488,92,,,,124,143,221,98,65,85,49,77,321,,,36,31,137,42
2014,341512,ASERACARE HOSPICE,"502 RED BANKS ROAD, SUITE B",GREENVILLE,NC,27858,NC - Greenville,289,23084,3334970.77,3590752.54,4708275.54,99,0,0.25,0.17,0.04,20,55,103,46,0.2,0.58,0.06,83,106,183,231,58,0,0,0,38,88,80,78,11,53,29,38,172,22,87,,,,0
2014,341511,HOSPICE OF THE PIEDMONT INC,1801 WESTCHESTER DR,HIGH POINT,NC,27262,NC - Winston-Salem,758,40582,7379913.48,8107420.74,14641884.76,92,3554,0.33,0.32,0.05,50,225,191,61,0.62,0.72,0.09,80,341,417,654,87,,,,298,207,242,102,53,114,82,165,291,36,42,97,,287,
2014,341510,HOSPICE AND HOME CARE OF NASH GENERAL HOSPITAL,1771 JEFFRIES ROAD,ROCKY MOUNT,NC,27804,NC - Raleigh,151,6417,904932.49,985937.76,1307157.34,100,0,0.3,0.26,0.06,13,43,36,,0.39,0.69,0.08,81,71,80,108,41,0,,,29,27,63,,,23,22,18,135,,0,,0,0,0
2014,341508,HOSPICE & PALLIATIVE CARE OF CABARRUS COUNTY,5003 BOY SCOUT CAMP ROAD,KANNAPOLIS,NC,28081,NC - Charlotte,830,47937,8404108.86,8792730.78,20591111.54,94,1513,0.36,0.38,0.05,73,212,240,80,0.65,0.88,0.06,80,361,469,714,94,,,,235,162,248,155,61,124,128,114,419,89,,60,,221,25
2014,341507,DUKE HOSPICE,4321 MEDICAL PARK DR SUITE 101,DURHAM,NC,27704,NC - Durham,991,41966,8081284.92,8326764.92,15715531.64,92,2345,0.36,0.44,0.05,76,295,216,51,0.88,1.31,0.11,79,415,576,698,261,13,,,307,174,395,100,83,150,91,172,530,53,,79,,320,0
2014,341506,WAKE FOREST BAPTIST HEALTH CARE AT HOME HOSPICE-WI,1907 WEST PARK DRIVE,NORTH WILKESBORO,NC,28659,NC - Winston-Salem,80,2447,345795.4,390130.06,607038.37,99,0,0.56,0.39,0.08,16,19,,,0.49,0.79,0.12,81,37,43,75,,0,,0,32,24,29,,,19,,15,68,,0,,,0,0
2014,341505,"ROWAN HOSPICE & PALLIATIVE CARE, LLC",720 GROVE STREET,SALISBURY,NC,28144,NC - Charlotte,483,22362,3673289.79,4126694.44,10330938.23,94,1021,0.14,0.41,0.04,25,147,112,30,0.36,1.54,0.1,79,221,262,419,55,,,,173,111,203,49,45,51,47,88,258,23,,72,12,113,
2014,341504,CALDWELL HOSPICE AND PALLIATIVE CARE INC,"902 KIRKWOOD STREET, NW",LENOIR,NC,28645,NC - Hickory,664,43859,7796883.24,8505635.35,14050359.59,93,1872,0.24,0.26,0.1,49,170,203,81,0.44,0.94,0.33,80,290,374,637,22,,0,,182,188,198,120,55,109,88,94,302,16,37,93,15,178,23
2014,341503,HOSPICE AND PALLIATIVE CARE OF GREENSBORO,2500 SUMMIT AVE,GREENSBORO,NC,27405,NC - Greensboro,1391,103695,15559592.23,17228401.12,28199507.64,98,2890,0.24,0.2,0.05,110,274,505,186,0.43,0.56,0.12,81,547,844,1061,314,,,,625,335,451,343,102,189,109,197,710,163,0,292,30,112,84
2014,341502,HOSPICE & PALLIATIVE CARE CTR,101 HOSPICE LANE,WINSTON SALEM,NC,27103,NC - Winston-Salem,2038,109038,19382466.86,21134357.97,31876988.86,93,6468,0.3,0.38,0.05,134,614,515,177,0.37,1.55,0.09,80,878,1160,1707,295,,17,,1014,415,663,312,127,272,305,359,903,219,0,254,154,478,30
2014,341501,CAREPARTNERS HOSPICE & PALLIATIVE CARE SERVICES,21 BELVEDERE ROAD,ASHEVILLE,NC,28802,NC - Asheville,1510,94169,16220657.57,17799568.99,31374944.92,94,5216,0.29,0.38,0.05,105,434,444,171,0.81,1.25,0.08,81,601,909,1420,64,,13,,326,385,442,137,160,240,223,308,672,87,264,17,,464,
2014,341500,HOSPICE & PALLIATIVE CARE CHARLOTTE REGION,1420 EAST SEVENTH STREET,CHARLOTTE,NC,28204,NC - Charlotte,3123,222375,36587517.39,38460694.43,76519160.16,97,8358,0.29,0.25,0.06,162,801,1033,426,0.63,0.94,0.12,81,1218,1905,2427,587,32,54,23,726,791,885,804,252,479,266,437,1334,531,660,40,48,497,13
2014,351512,SAKAKAWEA HOSPICE,510 8TH AVE NE,HAZEN,ND,58545,ND - Bismarck,49,1904,260914.52,304972.85,677994.8,99,,0.12,0.32,0.09,,16,,,0.13,0.79,0.17,85,,30,49,0,,0,0,,,14,,,,,11,,0,11,25,,0,0
2014,351511,CHI HEALTH AT HOME,367 2ND ST SW,DEVILS LAKE,ND,58301,ND - Fargo/Moorhead MN,67,3606,473855.22,553502.14,1386596.83,100,0,0.06,0.2,0.07,,,18,,0.05,0.48,0.12,81,26,41,65,0,,,,,25,31,,,11,,,33,,25,,0,0,0
2014,351510,JAMESTOWN REGIONAL MEDICAL CENTER HOSPICE,2422 20TH ST SW,JAMESTOWN,ND,58401,ND - Fargo/Moorhead MN,54,3148,413879.32,483736.27,962273.06,100,0,0.08,0.18,0.04,,14,13,,0.14,0.48,0.05,83,25,,54,0,,0,0,,17,26,,,,,,15,0,23,0,0,0,16
2014,351509,HEART OF AMERICA HOSPICE,800 MAIN AVE S,RUGBY,ND,58368,ND - Minot,17,1141,149246.04,174912.4,297828.41,99,0,0.26,0.43,0.02,,,,,0.19,2.24,0.07,80,,,16,0,,,,,,11,0,0,,,,,0,,,0,0,
2014,351507,HEARTLAND HOSPICE,986 2ND AVE W,DICKINSON,ND,58601,ND - Bismarck,65,2576,341167.35,398759.23,1034888.64,99,0,0.03,0.27,0.08,,16,13,,0.05,0.64,0.13,84,28,37,64,,,0,,,17,32,,,15,,,29,,28,,0,0,0
2014,351506,ST ALEXIUS HOME CARE & HOSPICE,1212 E MAIN AVE,BISMARCK,ND,58501,ND - Bismarck,141,4846,643402.52,747254.12,1886563.49,100,0,0.03,0.47,0.08,,46,26,,0.03,1.07,0.15,82,61,80,136,0,,,,16,41,53,25,,19,,22,96,,,39,0,0,
2014,351505,MERCY HOSPICE,1301 15TH AVE W,WILLISTON,ND,58801,ND - Minot,75,2108,281042.24,328559.95,854149.02,99,0,0.01,0.34,0.04,,28,12,,0.01,0.69,0.05,82,36,39,68,0,,,,,15,33,,,12,,,35,0,35,,,0,
2014,351504,SANFORD HOME CARE,910 18TH STREET NW,MANDAN,ND,58554,ND - Bismarck,84,3373,445676.8,519773.26,1412703.54,99,0,0.11,0.51,0.06,11,22,14,,0.14,1.14,0.11,81,38,46,81,0,,,,18,20,44,15,,,,,39,,40,,,0,0
2014,351502,TRINITY HOSPITALS - HOSPICE,1015 S BROADWAY STE 306,MINOT,ND,58701,ND - Minot,139,4339,617212.26,720536.92,2572109.39,98,0,0.18,0.46,0.05,,51,23,,0.27,0.99,0.09,82,60,79,136,,,0,,17,30,54,14,,,23,26,67,,,39,30,0,0
2014,351501,ALTRU'S HOSPICE,1380 S COLUMBIA RD,GRAND FORKS,ND,58206,ND - Grand Forks,242,9638,1300589.1,1507080.36,4146406.26,100,0,0.14,0.4,0.11,22,61,50,,0.21,0.93,0.16,82,109,133,232,,,,,35,55,110,24,16,29,24,39,117,,115,0,,0,0
2014,351500,HOSPICE OF RED RIVER VALLEY,1701 38TH ST S STE 101,FARGO,ND,58103,ND - Fargo/Moorhead MN,1405,98002,13500842.94,15164426.6,20618357.58,99,131,0.27,0.25,0.07,103,289,454,183,0.24,1.02,0.16,84,544,861,1365,,,,32,408,535,385,360,81,262,97,220,408,185,809,0,,0,
2014,281546,HOSPICE COMMUNITY CARE OF NEBRASKA,"5550 SOUTH 59TH STREET, SUITE 12",LINCOLN,NE,68516,NE - Lincoln,213,18526,2775070.89,2845334.94,5383548.1,100,0,0.33,0.27,0.04,20,42,81,40,0.29,0.76,0.07,84,80,133,208,,0,,,,110,28,69,,43,,44,18,34,160,,0,0,
2014,281543,ASERACARE HOSPICE,"4111 4TH AVE, SUITE 50",KEARNEY,NE,68845,NE - Omaha,413,37946,5394288.25,5832575.96,8046657.29,100,0,0.21,0.28,0.06,35,70,181,79,0.27,1.04,0.17,84,158,255,408,0,,,,26,174,87,117,23,100,47,39,89,40,231,53,0,0,0
2014,281542,"PATHWAYS TO COMPASSION, LLC",287 N 115TH STREET,OMAHA,NE,68154,NE - Omaha,237,18806,2888376.43,2892135.75,4240166.17,100,,0.71,0.27,0.04,27,38,101,28,0.82,0.98,0.08,83,88,149,223,,0,,,44,63,51,50,,44,,56,92,69,53,22,0,,
2014,281538,ASERACARE HOSPICE,"1909 VICKI LANE, SUITE 110",NORFOLK,NE,68701,NE - Omaha,595,44265,6301197.53,6812788.15,9419831.93,100,,0.29,0.32,0.06,49,122,217,92,0.34,1.02,0.13,86,214,381,587,,0,,,35,211,105,192,51,151,43,53,91,24,460,,,0,
2014,281533,LEXINGTON REGIONAL HEALTH CENTER HOSPICE,1600 WEST 13TH STREET - P O BOX 980,LEXINGTON,NE,68850,NE - Lincoln,17,872,126365.43,136683.75,230015.5,99,0,0.37,0.3,0.01,,,,,0.35,0.56,0.02,86,,,17,0,0,0,0,,,,,,,,,,,0,,,0,0
2014,281527,SIDNEY REGIONAL MEDICAL CENTER HOSPICE,645 OSAGE STREET,SIDNEY,NE,69162,CO - Denver,69,3554,513108.76,554697.23,1149236.12,99,,0.15,0.26,0.05,,18,16,,0.13,0.7,0.07,81,31,38,65,0,0,,,,19,31,,,,12,11,34,,32,,0,0,0
2014,281524,HOSPICE OF COLUMBUS COMMUNITY,"3005 19TH STREET, SUITE 600",COLUMBUS,NE,68601,NE - Omaha,85,4501,646375.54,698854.41,1001036.23,99,0,0.1,0.28,0.04,,29,21,,0.13,0.87,0.16,84,43,42,85,0,0,0,0,,11,36,,,,13,16,55,,14,0,,0,0
2014,281522,MARY LANNING HOSPICE,620 NORTH ST JOSEPH AVENUE,HASTINGS,NE,68901,NE - Lincoln,186,7211,1215313.69,1312973.16,2146606.23,94,0,0.2,0.4,0.04,,81,34,11,0.16,0.88,0.08,83,84,102,185,0,0,,,,45,50,43,11,36,13,33,42,,58,14,62,0,
2014,281516,CENTRAL PLAINS HOSPICE,835 MERIDIAN AVENUE,COZAD,NE,69130,NE - Lincoln,58,1933,289165.12,312604.05,475522.19,98,0,0.21,0.38,0.13,,19,11,,0.17,1.08,0.15,85,29,29,58,0,0,0,0,,20,15,,0,,,20,16,,23,0,,0,0
2014,281511,FREMONT HEALTH HOSPICE,"2400 NORTH LINCOLN, SUITE B",FREMONT,NE,68025,NE - Omaha,138,6388,918203.03,992130.93,2232024.76,100,0,0.29,0.33,0.05,,52,32,11,0.32,1.11,0.09,83,52,86,136,0,0,,,,46,50,,,21,24,26,42,,50,37,0,0,
2014,281506,PRAIRIE HAVEN HOSPICE,3701 AVE D  SUITE 2204,SCOTTSBLUFF,NE,69361,CO - Denver,139,2536,358415.24,387879.08,583599.48,100,0,0.02,0.17,0.01,,62,,,0.05,0.3,0.01,83,70,69,133,0,,,,,36,45,33,,16,,27,55,,,74,,0,0
2014,281504,BEATRICE COMMUNITY HOSPITAL HOSPICE,1201 SOUTH 9TH STREET,BEATRICE,NE,68310,NE - Lincoln,110,7895,1146564.4,1239620.56,1932484.4,99,0,0.21,0.23,0,,26,41,13,0.25,0.78,0,81,45,65,110,0,0,0,0,,34,40,16,,19,17,,57,,41,,,0,0
2014,281503,VISITING NURSE ASSN. OF THE MIDLANDS HOSPICE,"12565 WEST CENTER ROAD, SUITE 100",OMAHA,NE,68144,NE - Omaha,511,22914,3925165.1,3903522.32,6251195.57,97,535,0.17,0.29,0.05,45,135,109,25,0.16,0.66,0.09,81,220,291,454,43,,,,114,99,172,131,27,58,55,68,270,46,114,,13,53,
2014,281502,HOSPICE OF TABITHA,4720 RANDOLPH STREET,LINCOLN,NE,68510,NE - Lincoln,764,48975,7261712.71,7533117.06,12500044.92,100,0,0.28,0.25,0.06,43,186,236,84,0.26,0.81,0.13,84,313,451,741,,,,,42,205,221,120,34,155,89,145,247,108,400,,0,0,
2014,281548,"SAINT JUDE HOSPICE - NEBRASKA, LLC","11207 WEST DODGE RD, SUITE 250",OMAHA,NE,68154,NE - Omaha,116,10591,1613949.96,1623396.59,3200131.22,100,0,0.31,0.2,0.06,35,17,56,23,0.3,0.86,0.14,84,37,79,110,,0,,,17,49,25,27,,22,,22,36,14,12,54,0,0,0
2014,281549,SERENE CARE INCORPORATED,4905 S 107TH AVE SUITE 205,OMAHA,NE,68127,NE - Omaha,141,10160,1534861.12,1549390.48,2658632.91,100,0,0.15,0.26,0.04,,21,60,13,0.16,1.2,0.09,86,42,99,137,,0,0,,16,32,18,89,,22,,,13,101,0,27,0,0,0
2014,281500,CHI NATIONAL HOME CARE DBA ALEGENT CREIGHTON HEALT,7415 CEDAR STREET,OMAHA,NE,68124,NE - Omaha,457,16711,2826906.9,2806399.37,4694363.03,97,337,0.17,0.37,0.07,19,160,76,18,0.13,0.84,0.14,82,195,262,411,25,,,,91,93,147,115,40,56,34,65,208,11,28,122,21,40,27
2014,281501,HEALTHCONNECT AT HOME,1755 PRAIRIE VIEW PLACE,KEARNEY,NE,68845,NE - Omaha,43,2720,387903.58,419584.54,651239.52,99,0,0.24,0.37,0.05,,,18,,0.2,0.85,0.07,82,20,23,41,0,0,,,,,16,,,,,,28,,,0,,0,0
2014,281505,HEALTHCONNECT AT HOME,2116 W FAIDLEY AVE,GRAND ISLAND,NE,68803,NE - Omaha,79,3742,533170.5,576618.64,930503.56,99,0,0.29,0.39,0.07,13,18,22,,0.23,0.91,0.13,82,36,43,75,0,0,,,,19,29,13,,13,,,31,,39,,,0,0
2014,281509,FAITH REGIONAL HEALTH SERVICES HOSPICE,1500 KOENIGSTEIN,NORFOLK,NE,68701,NE - Omaha,142,8352,1207434.32,1311580.4,3259401.49,99,,0.12,0.29,0.02,18,56,44,14,0.1,0.89,0.08,82,63,79,141,0,0,,,,48,35,29,11,25,19,23,26,,0,84,28,0,
2014,281507,HEALTHCONNECT AT HOME,"245 SOUTH 84, SUITE 300",LINCOLN,NE,68510,NE - Lincoln,216,10663,1619609.68,1639464.58,2616433.36,100,0,0.17,0.32,0.02,22,56,54,14,0.18,0.78,0.04,82,93,123,209,0,,,,13,31,76,11,15,50,22,42,92,60,56,,,0,0
2014,281514,ASERACARE HOSPICE,"5715 S 34TH STREET, SUITE 100",LINCOLN,NE,68516,NE - Lincoln,495,35911,5236463.84,5520646.18,8045540.03,100,,0.29,0.32,0.05,24,111,153,75,0.42,1.05,0.17,85,182,313,493,0,0,,,22,181,91,151,28,118,51,56,99,73,311,,0,0,
2014,281515,GREAT PLAINS HEALTH HOME HEALTH & HOSPICE,"600 EAST FRANCIS STREET, SUITES 8 & 9",NORTH PLATTE,NE,69101,NE - Lincoln,85,3133,446075.69,482237.31,1071244.5,99,0,0.08,0.29,0.08,,32,14,,0.13,0.71,0.17,79,39,46,80,,,,,18,24,41,13,,,,,47,,33,,0,0,0
2014,281513,ST. JOSEPH VILLA HOMECARE & HOSPICE,1000 N 90TH STREET SUITE 203,OMAHA,NE,68114,NE - Omaha,125,9526,1476534.43,1462968.36,2582641.14,100,0,0.28,0.23,0.05,20,35,44,20,0.2,0.44,0.09,85,43,82,112,,0,,,26,71,23,30,19,,,31,21,,103,0,0,0,
2014,281520,PROVIDENCE HOSPICE,1200 PROVIDENCE ROAD,WAYNE,NE,68787,IA - Sioux City,33,966,141435.53,152889.99,228587.64,99,0,0.13,0.38,0.06,,,,,0.1,1.02,0.08,84,17,16,32,0,0,,,,,15,,,0,,,12,,17,0,,,0
2014,281521,CHADRON COMMUNITY HOSPITAL HOSPICE,825 CENTENNIAL DRIVE,CHADRON,NE,69337,SD - Rapid City,43,1826,260594.76,281787.61,407585.45,100,0,0.01,0.09,0,,14,,,0.01,0.17,0.01,83,22,21,42,0,0,,,,,17,,,,,,30,,,,0,0,0
2014,281517,MCH&HS HOSPICE,718 NORTH 21ST STREET,BLAIR,NE,68008,NE - Omaha,49,922,193335.71,198717,465266.99,87,0,0.25,0.34,0.04,,28,,,0.27,0.73,0.05,83,25,24,49,0,0,0,0,,13,14,,,,,19,14,,0,11,20,0,
2014,281525,ST. FRANCIS HOSPICE,435 NORTH MONITOR STREET,WEST POINT,NE,68788,NE - Omaha,27,1314,187022.13,202284.38,232532.78,100,,0,0.67,0.09,,,,,0,1.16,0.09,80,14,13,27,0,0,0,0,0,,,,0,,,,,0,20,0,0,0,
2014,281526,ASERACARE HOSPICE,"8710 FREDERICK, SUITE 100",OMAHA,NE,68124,NE - Omaha,306,16465,2525557.57,2537570.77,3647223.34,100,0,0.29,0.24,0.04,29,63,91,18,0.29,0.63,0.09,81,126,180,275,19,,,,56,145,61,85,22,51,33,54,61,42,199,,0,0,
2014,281530,"IN HOME HEALTH CARE, INC, HOSPICE",116 WEST 19TH STREET,FALLS CITY,NE,68355,NE - Omaha,25,839,119223.33,128932.81,214339.28,100,0,0.2,0.42,0.08,,,,,0.29,0.99,0.18,85,,,25,0,0,0,0,0,,,,,,0,11,,,18,0,0,0,0
2014,281531,COMMUNITY HEALTH CARE & HOSPIC,711 EAST 11TH STREET SUITE A,MCCOOK,NE,69001,CO - Denver,49,2028,300707.79,325031.27,467586.77,97,0,0.04,0.36,0.03,,23,13,,0.03,0.94,0.05,80,26,23,49,0,0,0,0,0,12,23,,,,,,31,,,,0,0,0
2014,281528,GENTIVA HOSPICE,"444 REGENCY PARKWAY DRIVE, SUITE 200",OMAHA,NE,68114,NE - Omaha,359,25572,3847760.31,3929464.19,5279522,100,11,0.2,0.25,0.04,24,105,118,52,0.23,0.83,0.13,84,157,202,340,11,,,,58,117,83,59,31,80,46,60,80,32,228,19,0,0,0
2014,281536,HORISUN HOSPICE INC,3883 NORMAL BLVDSUITE 108,LINCOLN,NE,68506,NE - Lincoln,246,8038,1212268.93,1238221.3,1788236.9,100,,0.16,0.32,0.05,,74,40,,0.16,0.74,0.06,83,94,152,240,,,,,20,46,60,54,16,68,21,27,86,75,20,61,,0,
2014,281537,HOSPICE AND HOME HEALTHCARE OF SAUNDERS COUNTY,141 EAST 5TH STREET PO BOX 367,WAHOO,NE,68066,NE - Omaha,66,4084,632172.8,626548.9,972441,100,0,0.23,0.18,0.03,,24,18,,0.24,0.82,0.11,84,26,40,65,0,0,,,,25,11,12,,17,,15,19,,43,,0,0,0
2014,281535,COMPASSIONATE CARE HOSPICE,6818 GROVER STREET SUITE 201,OMAHA,NE,68106,NE - Omaha,24,1706,261057.75,257705.85,254400,100,0,0.21,0.18,0.02,,,,,0.23,0.48,0.03,82,,,23,,0,0,,,,,,,,0,,,22,0,0,0,0,
2014,281540,PROGRESSIVE HOME HEALTH & HOSPICE LLC,"10040 REGENCY CIRCLE, SUITE 330",OMAHA,NE,68114,NE - Omaha,21,2697,418918.19,415045.13,540585.54,100,0,0.02,0.08,0.01,,,14,,0.04,0.17,0.01,87,,,19,,0,,0,,,,,0,,0,,,,,,0,0,0
2014,281541,"AMAZING ANGELS HOME HEALTH HOSPICE, LLC",8807 NORTH 158TH STREET,BENNINGTON,NE,68007,NE - Omaha,32,3054,456160.25,460976.36,752794.57,100,0,0.73,0.22,0.02,,,18,,0.59,1.05,0.04,81,14,18,28,,0,0,,,,,,,,,,32,0,0,0,0,0,0
2014,281539,VCHS HOSPICE,400 SOUTH 23RD STREET,ORD,NE,68862,NE - Omaha,60,3548,528341.7,571011.47,957693.07,98,0,0.13,0.27,0.04,,18,16,,0.13,0.86,0.11,84,23,37,59,0,0,,,,12,19,,,14,,16,14,,30,0,13,0,
2014,281544,ASERACARE HOSPICE,"401 LINCOLN AVE, SUITE 2",YORK,NE,68467,NE - Lincoln,543,41844,5970999.85,6445308.87,8776492.04,100,,0.3,0.28,0.04,31,117,189,80,0.36,0.68,0.1,84,214,329,532,0,,,,36,202,103,132,37,121,66,84,71,37,415,16,,0,
2014,281545,HILLCREST HOSPICE,"1820 HILLCREST DRIVE, SUITE B",BELLEVUE,NE,68005,NE - Omaha,324,22453,3474029.76,3454185.93,5440796.13,100,0,0.26,0.35,0.07,37,66,118,39,0.23,1.19,0.14,84,106,218,305,14,,,,54,81,66,116,26,39,29,48,85,90,33,116,0,0,0
2014,281547,HOSPICE OF SIOUXLAND,3220 PLAZA DRIVE - SUITE D,SOUTH SIOUX CITY,NE,68776,IA - Sioux City,167,9799,1447621,1537839.55,2512999.3,99,38,0.14,0.29,0.05,19,35,53,12,0.15,0.8,0.14,82,81,86,150,,0,,13,36,54,51,26,12,24,31,23,62,,99,0,,0,0
2014,281510,METHODIST HOME HEALTH HOSPICE,8601 WEST DODGE ROAD SUITE 138,OMAHA,NE,68114,NE - Omaha,224,6363,1146045.96,1136301.97,2236463.92,96,184,0.04,0.45,0.08,13,83,35,,0.05,1.05,0.1,80,113,111,210,,,,,62,19,122,,,26,18,37,95,,14,,26,18,66
